브랜드,모델명,세부모델명,차종,트림명,가격,전장,전폭,전고,축거,윤거 (전),윤거 (후),오버행 (전),오버행 (후),차음 유리,자외선 차단유리,엔진형식,배기량,최고출력,최대토크,최고속도,제로백,친환경,연료,연료탱크,CO₂ 배출,배터리 용량,배터리 전압,배터리 제조사,배터리 종류,충전방식 (급속),충전방식 (완속),충전시간 (급속),충전시간 (완속),에너지소비효율,복합연비,고속연비,도심연비,복합전비,고속전비,도심전비,복합 주행거리,고속 주행거리,도심 주행거리,정속주행,변속기,굴림방식,브레이크 (전),브레이크 (후),서스펜션 (전),서스펜션 (후),타이어 (전),타이어 (후),휠 (전),휠 (후),주차보조,주행안전,보행자 안전,공회전 제한장치,에어백,도어포켓 라이트,엠비언트 라이트,룸미러,헤드램프,헤드램프 부가기능,주간 주행등,리어 램프,전방 안개등,아웃 사이드미러,주요기능,승차정원,시트배열,시트재질,동승석,운전석,뒷좌석 송풍구,뒷좌석 측면커튼,뒷좌석 후면커튼,계기판,스티어링 휠,화면크기,사운드시스템,스피커,적재량,적재함 길이,적재함 너비,적재함 높이,트렁크,트렁크 (전) 용량,트렁크 (후) 용량,에어컨,엔진시동,와이퍼,파워 아웃렛,온도조절 범위,루프,주차 브레이크,부가기능
아우디,A8,2023년형 디젤 3.0,대형,A8 L 50 TDI Quattro Premium (A/T),154400000,"5,320 mm","1,945 mm","1,520 mm","3,128 mm","1,628 mm","1,617 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",,V형 6기통,2967.0,"286/3,500-4,000 ps/rpm","61.18/1,750-3,250 kg.m/rpm",250 km/h,5.9 초,,디젤,82 ℓ,173.0,,,,,,,,,4 등급,11.2,13.8,9.7,,,,,,,"CC (정지, 재출발)",자동 8단,AWD,,,,,265/40R,265/40R,20 인치,20 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,Start/Stop 시스템,"운전석 ,
동승석 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,자동디밍,LED,오토 하이빔,,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
DVD ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,발코나 가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",2열,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",10.1 인치,BANG & OLUFSEN,23.0,,,,,"전동식 ,
스마트 트렁크",,505 ℓ,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토 ,
뒷좌석 모니터"
아우디,A8,2023년형 S8 L 가솔린 4.0,대형,S8 TFSI (A/T),216300000,"5,320 mm","1,945 mm","1,500 mm","3,128 mm","1,628 mm","1,617 mm",,,,,V형 8기통,3996.0,"571/6,000 ps/rpm","81.5/2,050~4,500 kg.m/rpm",250 km/h,3.9 초,,가솔린,82 ℓ,226.0,,,,,,,,,5 등급,7.6,9.8,6.4,,,,,,,"CC (정지, 재출발)",자동 8단,AWD,,,,,265/35R,265/35R,21 인치,21 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,"운전석 ,
동승석 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,자동디밍,LED,오토 하이빔,,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
DVD ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,천연가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",2열,2열,전동식,"HUD ,
디지털","열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BANG & OLUFSEN,23.0,,,,,"전동식 ,
스마트 트렁크",,505 ℓ,자동 온도조절,버튼시동,,USB,4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토 ,
뒷좌석 모니터"
BMW,New 2 Series,2024년형 쿠페 가솔린 3.0,준중형,M240i xDrive Coupe Online Exclusive (P1) (A/T),74700000,"4,550 mm","1,840 mm","1,405 mm","2,740 mm",,,,,,,직렬 6기통,2998.0,"387/5,800 ps/rpm","51.0/1,800~5,000 kg.m/rpm",250 km/h,4.3 초,,가솔린,52 ℓ,177.0,,,,,,,,,4 등급,9.6,12.0,8.3,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고",,오토 스타트/스탑,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,자동디밍,"내비게이션 ,
텔레매틱스 ,
블루투스",4.0,2 + 2,버네스카,"열선 ,
전동조절 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",14.9 인치,Harman/Kardon,,,,,,,,390 ℓ,자동 온도조절,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,New 2 Series,2024년형 쿠페 가솔린 3.0,준중형,M240i xDrive Coupe Online Exclusive (P2) (A/T),74700000,"4,550 mm","1,840 mm","1,405 mm","2,740 mm",,,,,,,직렬 6기통,2998.0,"387/5,800 ps/rpm","51.0/1,800~5,000 kg.m/rpm",250 km/h,4.3 초,,가솔린,52 ℓ,177.0,,,,,,,,,4 등급,9.6,12.0,8.3,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고",,오토 스타트/스탑,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,자동디밍,"내비게이션 ,
텔레매틱스 ,
블루투스",4.0,2 + 2,버네스카,"열선 ,
전동조절 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",14.9 인치,Harman/Kardon,,,,,,,,390 ℓ,자동 온도조절,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
포드,Ranger,2024년형 디젤 2.0,픽업/밴,Wildtrak (A/T),63500000,"5,370 mm","1,920 mm","1,885 mm","3,270 mm",,,,,,,직렬 4기통,1996.0,"205/3,750 ps/rpm","51.0/1,750~2,000 kg.m/rpm",,,,디젤,80 ℓ,193.0,,,,,,,,,4 등급,10.1,11.7,9.1,,,,,,,"CC (정지, 재출발)",자동 10단,4WD,디스크,디스크,맥퍼슨 스트럿,멀티링크,,,,,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,오토 스타트 스탑,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼 ,
동승석 무릎",,유,,LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,후방 안개등,LED,"전동접이 ,
전동조절",블루투스,5.0,2 + 3,,열선,"열선 ,
전동조절",,,,디지털,,12 인치,,,,,,,,,,자동 온도조절,버튼시동,전방 레인센서,"USB ,
220V ,
스마트폰 무선 충전",2 존,,,"터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
포드,Ranger,2024년형 디젤 2.0,픽업/밴,Raptor (A/T),79900000,"5,380 mm","2,030 mm","1,920 mm","3,270 mm",,,,,,,직렬 4기통,1996.0,"210/3,750 ps/rpm","51.0/1,750~2,000 kg.m/rpm",,,,디젤,80 ℓ,216.0,,,,,,,,,,9.0,9.8,8.5,,,,,,,,자동 10단,4WD,디스크,디스크,맥퍼슨 스트럿,멀티링크,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M2,2024년형 쿠페 가솔린 3.0,스포츠카,M2 Coupe (A/T),89900000,"4,580 mm","1,885 mm","1,405 mm","2,745 mm",,,,,,,직렬 6기통,2993.0,"460/6,250 ps/rpm","56.1/2,650~5,870 kg.m/rpm",250 km/h,4.1 초,,가솔린,52 ℓ,203.0,,,,,,,,,5 등급,8.5,10.0,7.4,,,,,,,"CC (정지, 재출발)",자동 8단,FR,,,,,275/35R,285/30R,19 인치,20 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
차선 이탈 방지 보조",보행자 인식 긴급제동,오토 스타트/스탑,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,자동디밍,"내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,버네스카,열선,열선,,,,"HUD ,
디지털",열선,14.9 인치,Harman/Kardon,,,,,,,,390 ℓ,자동 온도조절,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,스마트폰 무선 충전,3 존,카본,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,M2,2024년형 쿠페 가솔린 3.0,스포츠카,M2 Coupe (P2) (A/T),89900000,"4,580 mm","1,885 mm","1,405 mm","2,745 mm",,,,,,,직렬 6기통,2993.0,"460/6,250 ps/rpm","56.1/2,650~5,870 kg.m/rpm",250 km/h,4.1 초,,가솔린,52 ℓ,203.0,,,,,,,,,5 등급,8.5,10.0,7.4,,,,,,,"CC (정지, 재출발)",자동 8단,FR,,,,,275/35R,285/30R,19 인치,20 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
차선 이탈 방지 보조",보행자 인식 긴급제동,오토 스타트/스탑,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,자동디밍,"내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,버네스카,열선,열선,,,,"HUD ,
디지털",열선,14.9 인치,Harman/Kardon,,,,,,,,390 ℓ,자동 온도조절,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,스마트폰 무선 충전,3 존,카본,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,M2,2024년형 쿠페 가솔린 3.0,스포츠카,M2 Coupe Special Edition (A/T),89900000,"4,580 mm","1,885 mm","1,405 mm","2,745 mm",,,,,,,직렬 6기통,2993.0,"460/6,250 ps/rpm","56.1/2,650~5,870 kg.m/rpm",250 km/h,4.1 초,,가솔린,52 ℓ,203.0,,,,,,,,,5 등급,8.5,10.0,7.4,,,,,,,"CC (정지, 재출발)",자동 8단,FR,,,,,275/35R,285/30R,19 인치,20 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
차선 이탈 방지 보조",보행자 인식 긴급제동,오토 스타트/스탑,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,자동디밍,"내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,버네스카,열선,열선,,,,"HUD ,
디지털",열선,14.9 인치,Harman/Kardon,,,,,,,,390 ℓ,자동 온도조절,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,스마트폰 무선 충전,3 존,카본,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,M2,2024년형 쿠페 가솔린 3.0,스포츠카,M2 Coupe Frozen Pure Grey Edition (A/T),93500000,"4,580 mm","1,885 mm","1,405 mm","2,745 mm",,,,,,,직렬 6기통,2993.0,"460/6,250 ps/rpm","56.1/2,650~5,870 kg.m/rpm",250 km/h,4.1 초,,가솔린,52 ℓ,203.0,,,,,,,,,5 등급,8.5,10.0,7.4,,,,,,,"CC (정지, 재출발)",자동 8단,FR,,,,,275/35R,285/30R,19 인치,20 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
차선 이탈 방지 보조",보행자 인식 긴급제동,오토 스타트/스탑,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,자동디밍,"내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,버네스카,열선,열선,,,,"HUD ,
디지털",열선,14.9 인치,Harman/Kardon,,,,,,,,390 ℓ,자동 온도조절,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,스마트폰 무선 충전,3 존,카본,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
지프,Gladiator,2023년형 가솔린 3.6 가격변경,픽업/밴,Rubicon (A/T),79900000,"5,600 mm","1,935 mm","1,850 mm","3,490 mm","1,635 mm","1,635 mm",,,,"앞면 ,
앞좌석",V형 6기통,3604.0,"284/6,400 ps/rpm","36.0/4,000 kg.m/rpm",,,,가솔린,83.2 ℓ,260.0,,,,,,,,,5 등급,6.5,7.2,6.1,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,디스크,5-링크,5-링크,255/75R,255/75R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
후측방 사각 지대 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고",,,"운전석 ,
동승석 ,
사이드 (앞)",,,자동디밍,LED,오토 라이트 컨트롤,LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
방향지시등","라디오 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,가죽,"열선 ,
요추받침","열선 ,
요추받침 ,
쿠션 익스텐션",,,,디지털,"가죽 ,
열선",8.4 인치,Alpine,,,,,,,,1005 ℓ,자동 온도조절,버튼시동,,,2 존,,핸들식,"음성인식 ,
애플 카플레이 ,
안드로이드 오토"
지프,Gladiator,2023년형 가솔린 3.6 가격변경,픽업/밴,Heritage Edition (A/T),79900000,"5,600 mm","1,935 mm","1,850 mm","3,490 mm","1,635 mm","1,635 mm",,,,"앞면 ,
앞좌석",V형 6기통,3604.0,"284/6,400 ps/rpm","36.0/4,000 kg.m/rpm",,,,가솔린,83.2 ℓ,260.0,,,,,,,,,5 등급,6.5,7.2,6.1,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,디스크,5-링크,5-링크,255/75R,255/75R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
후측방 사각 지대 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고",,,"운전석 ,
동승석 ,
사이드 (앞)",,,자동디밍,LED,오토 라이트 컨트롤,LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
방향지시등","라디오 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,가죽,"열선 ,
요추받침","열선 ,
요추받침 ,
쿠션 익스텐션",,,,디지털,"가죽 ,
열선",8.4 인치,Alpine,,,,,,,,1005 ℓ,자동 온도조절,버튼시동,,,2 존,,핸들식,"음성인식 ,
애플 카플레이 ,
안드로이드 오토"
벤틀리,Continental GT,2023년형 쿠페 가솔린 4.0,대형,V8 S Coupe (A/T),328900000,"4,850 mm","1,965 mm","1,405 mm","2,851 mm",,,,,,,V형 8기통,3996.0,"550/6,000 ps/rpm","78.5/2,000~4,500 kg.m/rpm",318 km/h,4.0 초,,가솔린,90 ℓ,220.0,,,,,,,,,5 등급,8.0,9.6,7.0,,,,,,,"CC (정지, 재출발)",DCT 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,265/40R,305/35R,21 인치,21 인치,"전방감지 ,
후방감지","ABS ,
전자 제어 서스펜션 ,
경사로 밀림 방지 ,
타이어 공기압 경고",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
틸트 ,
텔레스코픽 ,
전동 조절",,,8.0,,,,,전동식,,,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB",2 존,,전자식,"터치스크린 ,
음성인식"
벤틀리,Continental GT,2023년형 쿠페 가솔린 4.0,대형,V8 Azure Coupe (A/T),345400000,"4,850 mm","1,965 mm","1,405 mm","2,851 mm",,,,,,,V형 8기통,3996.0,"550/6,000 ps/rpm","78.5/2,000~4,500 kg.m/rpm",318 km/h,4.0 초,,가솔린,90 ℓ,220.0,,,,,,,,,5 등급,8.0,9.6,7.0,,,,,,,"CC (정지, 재출발)",DCT 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,275/35R,315/30R,22 인치,22 인치,"전방감지 ,
후방감지","ABS ,
전자 제어 서스펜션 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",,,,"HUD ,
디지털","가죽 ,
틸트 ,
텔레스코픽 ,
전동 조절",,,8.0,,,,,전동식,,,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB",2 존,,전자식,"터치스크린 ,
음성인식"
벤틀리,Continental GT,2023년형 쿠페 가솔린 4.0,대형,V8 Mulliner Coupe (A/T),380700000,"4,850 mm","1,965 mm","1,405 mm","2,851 mm",,,,,,,V형 8기통,3996.0,"550/6,000 ps/rpm","78.5/2,000~4,500 kg.m/rpm",318 km/h,4.0 초,,가솔린,90 ℓ,220.0,,,,,,,,,5 등급,8.0,9.6,7.0,,,,,,,"CC (정지, 재출발)",DCT 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,275/35R,315/30R,22 인치,22 인치,"전방감지 ,
후방감지","ABS ,
전자 제어 서스펜션 ,
경사로 밀림 방지 ,
타이어 공기압 경고",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
틸트 ,
텔레스코픽 ,
전동 조절",,,8.0,,,,,전동식,,,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB",2 존,,전자식,"터치스크린 ,
음성인식"
벤틀리,Continental GT,2023년형 쿠페 가솔린 4.0,대형,V8 Korea limited Edition Coupe (A/T),463100000,"4,850 mm","1,965 mm","1,405 mm","2,851 mm",,,,,,,V형 8기통,3996.0,"550/6,000 ps/rpm","78.5/2,000~4,500 kg.m/rpm",318 km/h,4.0 초,,가솔린,90 ℓ,220.0,,,,,,,,,5 등급,8.0,9.6,7.0,,,,,,,"CC (정지, 재출발)",DCT 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,275/35R,315/30R,22 인치,22 인치,"전방감지 ,
후방감지","ABS ,
전자 제어 서스펜션 ,
경사로 밀림 방지 ,
타이어 공기압 경고",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
틸트 ,
텔레스코픽 ,
전동 조절",,,8.0,,,,,전동식,,,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB",2 존,,전자식,"터치스크린 ,
음성인식"
렉서스,LS,2024년형 가솔린 3.5 하이브리드,대형,500h Luxury AWD (A/T),157400000,"5,235 mm","1,900 mm","1,460 mm","3,125 mm","1,635 mm","1,635 mm",,,,,V형 6기통,3456.0,"299/6,600 ps/rpm","35.7/5,100 kg.m/rpm",,,저공해 2종,가솔린+전기,84 ℓ,175.0,,,,,,,,,4 등급,9.6,10.9,8.8,,,,,,,"CC (정지, 재출발)",CVT (무단),AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,멀티링크,멀티링크,245/45R,245/45R,20 인치,20 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼 ,
동승석 무릎",,,하이패스 내장,LED,"오토 하이빔 ,
조향 연동",LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
후진 자동하향","내비게이션 ,
라디오 ,
DVD ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,세미아닐린,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침 ,
쿠션 익스텐션 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",12.3 인치,Mark Levinson,23.0,,,,,"전동식 ,
스마트 트렁크",,430 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",4 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
렉서스,LS,2024년형 가솔린 3.5 하이브리드,대형,500h Platinum AWD (A/T),178300000,"5,235 mm","1,900 mm","1,460 mm","3,125 mm","1,635 mm","1,635 mm",,,,,V형 6기통,3456.0,"299/6,600 ps/rpm","35.7/5,100 kg.m/rpm",,,저공해 2종,가솔린+전기,84 ℓ,175.0,,,,,,,,,4 등급,9.6,10.9,8.8,,,,,,,"CC (정지, 재출발)",CVT (무단),AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,멀티링크,멀티링크,245/45R,245/45R,20 인치,20 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼 ,
동승석 무릎",,,하이패스 내장,LED,"오토 하이빔 ,
조향 연동",LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
후진 자동하향","내비게이션 ,
라디오 ,
DVD ,
오디오 파일 재생 ,
블루투스",4.0,2 + 3,세미아닐린,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침 ,
쿠션 익스텐션 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",12.3 인치,Mark Levinson,23.0,,,,,"전동식 ,
스마트 트렁크",,400 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",4 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토 ,
뒷좌석 모니터"
